Source,Target,Type,Weight
4,42,Directed,0.3740916197359108
4,45,Directed,0.4355346924313972
4,49,Directed,0.18375321622849086
4,52,Directed,0.3384788729467093
4,58,Directed,0.2766112548960973
4,59,Directed,0.46596063903180857
4,60,Directed,0.5136486988957502
4,61,Directed,0.40523277873485397
5,4,Directed,0.5058069029101974
5,17,Directed,0.29967835096025985
5,34,Directed,0.2630760301093728
5,46,Directed,0.4353355668859996
5,65,Directed,0.28285977786597805
5,67,Directed,0.1613132281732508
5,70,Directed,0.24368889235448926
5,75,Directed,0.4738530865700544
5,80,Directed,0.28329108463682373
5,81,Directed,0.44976966148922637
5,82,Directed,0.16161055412322767
5,83,Directed,0.392175408520684
5,86,Directed,0.4523468092562456
5,87,Directed,0.42978350907005025
5,88,Directed,0.38882246509522106
6,3,Directed,0.3822660963652616
6,2,Directed,0.4898965094049246
6,12,Directed,0.3145911918920775
6,14,Directed,0.3953580460733485
6,18,Directed,0.34942909120807397
6,24,Directed,0.3719201948304087
6,43,Directed,0.5320007250737473
6,44,Directed,0.2964676683000944
6,66,Directed,0.27088897395337486
6,70,Directed,0.3365029979602825
6,72,Directed,0.5026229128227973
6,80,Directed,0.4838103013766808
6,85,Directed,0.4751210985513
6,87,Directed,0.5736526251756244
6,88,Directed,0.6173908304967677
7,2,Directed,0.3786585457859794
7,4,Directed,0.3795651584203376
7,34,Directed,0.47590128532245113
7,54,Directed,0.34842307431820174
7,66,Directed,0.3895168143082599
7,74,Directed,0.38877293509422267
7,89,Directed,0.3801278943026696
7,90,Directed,0.3617938284860712
7,91,Directed,0.29001357009357404
7,94,Directed,0.4716800553278535
7,96,Directed,0.4141774913706584
7,97,Directed,0.4203856902984924
7,98,Directed,0.2590936398528815
7,100,Directed,0.48649724124861504
7,103,Directed,0.3524369998979161
8,1,Directed,0.2607372968849611
8,0,Directed,0.2982171673051667
8,56,Directed,0.4021314793443155
8,100,Directed,0.27245899080351427
8,105,Directed,0.2806492946431455
8,106,Directed,0.37145845371973973
8,107,Directed,0.4007793856045745
8,108,Directed,0.40523461186704957
8,113,Directed,0.5481445971895116
8,114,Directed,0.6061317120749155
8,116,Directed,0.3990743666081301
8,117,Directed,0.4866310593469537
8,118,Directed,0.3131508748074979
8,120,Directed,0.364045130575965
8,121,Directed,0.6202095950988362
9,2,Directed,0.39839644717506956
9,0,Directed,0.5290712506143396
9,19,Directed,0.5522330172273631
9,23,Directed,0.18013134615776688
9,29,Directed,0.2553947847290129
9,33,Directed,0.2744881428891206
9,51,Directed,0.39762023908418054
9,58,Directed,0.5165787612667303
9,72,Directed,0.35412137516298714
9,73,Directed,0.24166966874231496
9,116,Directed,0.40164063943722905
9,126,Directed,0.4870797811596399
9,127,Directed,0.6557850030431153
9,129,Directed,0.5521001095087807
9,130,Directed,0.3810714863741764
10,0,Directed,0.2787941449234447
10,3,Directed,0.3831307650578276
10,15,Directed,0.43408091081584915
10,17,Directed,0.483295453488937
10,33,Directed,0.44850344243037416
10,73,Directed,0.43755722210255044
10,79,Directed,0.5383835058376998
10,92,Directed,0.26897027174184884
10,112,Directed,0.3875397487117417
10,113,Directed,0.3610263354353071
10,123,Directed,0.519356107410603
10,133,Directed,0.41418160463195286
10,134,Directed,0.3517506766083443
10,135,Directed,0.35923950177737374
10,136,Directed,0.5809883598115082
11,3,Directed,0.3917304622631678
11,2,Directed,0.4782816707333314
11,20,Directed,0.3078726801439664
11,56,Directed,0.4478209964332124
11,57,Directed,0.48258898144459417
11,64,Directed,0.2803485278482034
11,68,Directed,0.5121536740792246
11,79,Directed,0.467531418718138
11,98,Directed,0.42964732844588077
11,110,Directed,0.33350158590016943
11,111,Directed,0.4575822490570479
11,120,Directed,0.2761574490813237
11,134,Directed,0.5336711597721873
11,137,Directed,0.319133037849438
11,138,Directed,0.4983866312522725
12,6,Directed,0.23850784541872858
12,2,Directed,0.3836691441970187
12,26,Directed,0.5395175850440181
12,141,Directed,0.2818736762523908
12,145,Directed,0.37351552145035033
12,146,Directed,0.324727727002205
12,147,Directed,0.5809861254407183
12,148,Directed,0.3465860859029788
12,149,Directed,0.2911878536307149
12,150,Directed,0.48691231073123736
12,151,Directed,0.36341033123518274
12,153,Directed,0.47326985820978706
12,154,Directed,0.4651993292489421
12,157,Directed,0.360881691542432
12,165,Directed,0.25458173578168597
13,2,Directed,0.4263696863622459
13,0,Directed,0.40277413879502744
13,23,Directed,0.32025330850357825
13,31,Directed,0.25116992473166283
13,40,Directed,0.3982516190084422
13,46,Directed,0.358971022753781
13,49,Directed,0.3042058901318041
13,83,Directed,0.31657913449930475
13,135,Directed,0.4369142779264562
13,141,Directed,0.5052867746095826
13,149,Directed,0.5255784763281951
13,154,Directed,0.35932264119734314
13,164,Directed,0.2630909923536072
13,166,Directed,0.32494207118295504
13,167,Directed,0.4004972086886148
14,6,Directed,0.1905383256465701
14,3,Directed,0.4123695825761887
14,35,Directed,0.30281595074698076
14,78,Directed,0.3373030625664276
14,84,Directed,0.5828582237683774
14,122,Directed,0.42760831044212616
14,123,Directed,0.4402633318153927
14,144,Directed,0.23264784751795664
14,168,Directed,0.20167765303477297
14,169,Directed,0.3249607719684553
14,171,Directed,0.3036037911810514
14,173,Directed,0.48261810654974197
14,179,Directed,0.5896265722877201
14,180,Directed,0.3108675426764112
14,182,Directed,0.3543924888249532
15,1,Directed,0.3987837538409295
15,10,Directed,0.42200460775426707
15,35,Directed,0.4804316268756967
15,168,Directed,0.5998612843678343
15,183,Directed,0.404714159449284
15,189,Directed,0.4092711076323843
15,191,Directed,0.3944570403064026
15,197,Directed,0.3729998075057821
15,200,Directed,0.47913273429359265
15,204,Directed,0.28130227596073487
15,206,Directed,0.37375354604948147
15,207,Directed,0.46925218275102054
15,211,Directed,0.2654743081367836
15,212,Directed,0.5072829530309277
15,222,Directed,0.36932825806286407
16,3,Directed,0.2865736744408784
16,2,Directed,0.31750570700850245
16,22,Directed,0.3010599810698873
16,25,Directed,0.6272352776961063
16,37,Directed,0.2420981231831037
16,40,Directed,0.4336316650452227
16,44,Directed,0.2694363344119066
16,48,Directed,0.5522865802954977
16,53,Directed,0.431891296621263
16,65,Directed,0.2503629446473814
16,115,Directed,0.4094259793628534
16,128,Directed,0.5469522190835179
16,197,Directed,0.24865413542239465
16,200,Directed,0.5027773001470695
16,211,Directed,0.40080699793245345
17,10,Directed,0.3247295274509755
17,5,Directed,0.20071943942212686
17,22,Directed,0.46299485569913285
17,47,Directed,0.2558103703318194
17,57,Directed,0.47620503330217756
17,68,Directed,0.36830693242713386
17,101,Directed,0.5189031680951941
17,109,Directed,0.34896730769608986
17,131,Directed,0.34626067923475984
17,142,Directed,0.34549531106679315
17,174,Directed,0.45467612134190044
17,194,Directed,0.33931989224395487
17,217,Directed,0.5150220197638612
17,223,Directed,0.3493760541601386
17,224,Directed,0.6141038618681881
18,6,Directed,0.47811344655619303
18,0,Directed,0.29761582708565165
18,102,Directed,0.27848498655358667
18,109,Directed,0.2462391426396453
18,223,Directed,0.4476667848546909
18,229,Directed,0.5780412368155976
18,230,Directed,0.4862885414004969
18,237,Directed,0.3676053728175861
18,242,Directed,0.3861272639563691
18,244,Directed,0.4803304113051623
18,246,Directed,0.40747071096065046
18,247,Directed,0.469367414916665
18,249,Directed,0.5314058330855305
18,250,Directed,0.4361382463561429
18,256,Directed,0.37713622046292977
19,9,Directed,0.495399213329209
19,2,Directed,0.5157019507710894
19,157,Directed,0.5930345247163391
19,237,Directed,0.256808690369824
19,245,Directed,0.397158219897386
19,246,Directed,0.4596650995704076
19,256,Directed,0.40627195437232677
19,257,Directed,0.2613848435251797
19,258,Directed,0.28484569926816994
19,260,Directed,0.3030157939750922
19,265,Directed,0.3138441307987738
19,266,Directed,0.4750317275440986
19,267,Directed,0.27682414400185895
19,268,Directed,0.500558600970206
19,269,Directed,0.48912461062677276
20,11,Directed,0.3284265170493569
20,2,Directed,0.18714317425463842
20,50,Directed,0.48249206852042525
20,107,Directed,0.6251051200367324
20,181,Directed,0.5260954758575263
20,227,Directed,0.43085657816215794
20,270,Directed,0.38696321039748255
20,271,Directed,0.3399482641567354
20,272,Directed,0.44204259081396696
20,275,Directed,0.39193657249097863
20,278,Directed,0.3417228630860471
20,281,Directed,0.4281405907147836
20,283,Directed,0.3465166753928234
20,285,Directed,0.43950649137958764
20,286,Directed,0.6033812694836164
21,0,Directed,0.35555301235247794
21,3,Directed,0.40091250831995673
21,45,Directed,0.4568110199275014
21,62,Directed,0.2545828657645991
21,75,Directed,0.5548640032864929
21,76,Directed,0.40613623606340465
21,114,Directed,0.26747740939215703
21,144,Directed,0.41980995973466
21,192,Directed,0.5346624024358293
21,208,Directed,0.42607218345065
21,219,Directed,0.22177107915362143
21,272,Directed,0.40115013272931055
21,278,Directed,0.48283833989575975
21,283,Directed,0.4560373971425451
21,286,Directed,0.3476662243474266
22,17,Directed,0.46212483199328935
22,16,Directed,0.38776707779607134
22,86,Directed,0.40298013874832384
22,99,Directed,0.5165626254878796
22,162,Directed,0.3952835103681416
22,184,Directed,0.3976794874655428
22,288,Directed,0.5921822563352138
22,290,Directed,0.39246567896623896
22,291,Directed,0.4318166221747388
22,292,Directed,0.460932048137499
22,294,Directed,0.23667383985422952
22,298,Directed,0.47546528172144675
22,300,Directed,0.3695631858827469
22,301,Directed,0.5153511145379954
22,302,Directed,0.5935479533032378
23,9,Directed,0.20612608831653906
23,13,Directed,0.20259592171489374
23,27,Directed,0.5043242516505388
23,91,Directed,0.33049258816711213
23,99,Directed,0.5885491245653405
23,127,Directed,0.4056583072371356
23,183,Directed,0.2206376175562537
23,292,Directed,0.33144491224348605
23,294,Directed,0.3881316270000103
23,295,Directed,0.6588191621569152
23,301,Directed,0.4890820221361312
23,302,Directed,0.2067556665954002
23,304,Directed,0.3487955604476344
23,306,Directed,0.2566495961685743
23,307,Directed,0.433445616279162
24,6,Directed,0.5885366394384824
24,0,Directed,0.4059036088338681
24,29,Directed,0.32632867000212995
24,132,Directed,0.33777286290241815
24,140,Directed,0.29916389215870415
24,308,Directed,0.5934513552073609
24,309,Directed,0.34417606939184653
24,311,Directed,0.36622942724128793
24,312,Directed,0.4734503975703124
24,313,Directed,0.3527742748184508
24,315,Directed,0.3007791304545715
24,316,Directed,0.3973207912500137
24,318,Directed,0.3663926933869022
24,319,Directed,0.44679397640454044
24,320,Directed,0.43561216717442175
25,16,Directed,0.4581750022771494
25,2,Directed,0.37171729126590497
25,122,Directed,0.556230312529663
25,152,Directed,0.3762352166284001
25,186,Directed,0.35944590306232427
25,187,Directed,0.42626756974700264
25,252,Directed,0.5170600934191348
25,311,Directed,0.3196571789496105
25,315,Directed,0.47873474123639465
25,321,Directed,0.480518574249805
25,323,Directed,0.2603644833890413
25,325,Directed,0.49357005576351304
25,329,Directed,0.33041193977338124
25,331,Directed,0.4544067286367416
25,332,Directed,0.24214351347495083
26,12,Directed,0.4116947066511554
26,2,Directed,0.34287822051694344
26,32,Directed,0.497912192192809
26,89,Directed,0.4078233106926281
26,159,Directed,0.42881917826437016
26,334,Directed,0.5549948629564656
26,336,Directed,0.4114752019381823
26,337,Directed,0.47672203462421
26,338,Directed,0.3715843710354284
26,340,Directed,0.4469853535192241
26,342,Directed,0.5736674431941826
26,349,Directed,0.3199647742725815
26,350,Directed,0.3965638722087854
26,351,Directed,0.39445664134512803
26,352,Directed,0.45622065928632205
27,3,Directed,0.35887300814367445
27,23,Directed,0.48398159852003886
27,43,Directed,0.2745985981848533
27,47,Directed,0.227470194537556
27,334,Directed,0.3390604814995595
27,342,Directed,0.4189863178256321
27,350,Directed,0.3701493264201512
27,354,Directed,0.5081816428520604
27,355,Directed,0.2994599280411129
27,356,Directed,0.4535289730690129
27,357,Directed,0.4718646112838728
27,359,Directed,0.39474543633028203
27,363,Directed,0.5411733394376969
27,367,Directed,0.4479526840802568
27,368,Directed,0.3577241715832271
28,3,Directed,0.4284184694262594
28,0,Directed,0.39722468886350387
28,161,Directed,0.3904046752520712
28,356,Directed,0.6154917895375069
28,359,Directed,0.31892207064386846
28,367,Directed,0.5990132408855977
28,369,Directed,0.25036499249927224
28,371,Directed,0.23570906716148868
28,377,Directed,0.43618093929980045
28,379,Directed,0.4818449790702142
28,382,Directed,0.4319108530486312
28,383,Directed,0.4611563584950026
28,385,Directed,0.46047263683732687
28,387,Directed,0.43401533563687755
28,389,Directed,0.4851507979819745
29,24,Directed,0.4805000688794837
29,9,Directed,0.46295374371870734
29,231,Directed,0.4479766156155173
29,375,Directed,0.27807109132301766
29,381,Directed,0.4321303025446731
29,382,Directed,0.2763647946410267
29,385,Directed,0.38585396951033124
29,391,Directed,0.42466633483908045
29,392,Directed,0.443906595248458
29,393,Directed,0.433820546324695
29,395,Directed,0.3942125945598494
29,397,Directed,0.3689650285139888
29,399,Directed,0.5240877327591944
29,403,Directed,0.38491272353177963
29,404,Directed,0.3935284711540976
30,4,Directed,0.26185403301313476
30,0,Directed,0.2623496281374328
30,62,Directed,0.2913499522026645
30,63,Directed,0.39350736890632754
30,119,Directed,0.3832251530738173
30,146,Directed,0.41292455256777716
30,257,Directed,0.49704012703011935
30,388,Directed,0.3116406605703894
30,395,Directed,0.3108272273379991
30,403,Directed,0.3939824475580161
30,407,Directed,0.4814806100234381
30,408,Directed,0.46242773320287733
30,412,Directed,0.27603457578826673
30,413,Directed,0.5668670368882603
30,416,Directed,0.5275005976678093
31,3,Directed,0.37246144692823285
31,13,Directed,0.25845125389456425
31,377,Directed,0.5610527830292477
31,419,Directed,0.3651366924999091
31,421,Directed,0.4749293448652684
31,423,Directed,0.3408466866160845
31,424,Directed,0.30759024387355516
31,428,Directed,0.4542439667437368
31,432,Directed,0.3764867868871075
31,433,Directed,0.45010763265421433
31,435,Directed,0.3987974797110357
31,438,Directed,0.5072713261423349
31,439,Directed,0.4693263047456436
31,440,Directed,0.3958089529818313
31,441,Directed,0.4625701754500704
32,0,Directed,0.37420401767169326
32,26,Directed,0.38790284276762066
32,106,Directed,0.601825465438423
32,129,Directed,0.5420559916592506
32,163,Directed,0.5247702377267142
32,308,Directed,0.3447301258081216
32,439,Directed,0.33092126612028394
32,442,Directed,0.34147251937119283
32,446,Directed,0.5397729979690207
32,447,Directed,0.4978120401670554
32,449,Directed,0.3535539422936933
32,455,Directed,0.5623096149766458
32,460,Directed,0.5363554949454971
32,461,Directed,0.4342389514203126
32,462,Directed,0.4226229706552621
33,9,Directed,0.3554082222048671
33,10,Directed,0.4452536662924385
33,52,Directed,0.3884538390439861
33,76,Directed,0.5641265313991753
33,112,Directed,0.43378922049638796
33,447,Directed,0.28119769174392395
33,463,Directed,0.34357446139602943
33,466,Directed,0.4326439824914009
33,467,Directed,0.38258956268834665
33,471,Directed,0.4236889340848488
33,475,Directed,0.3383942534703014
33,479,Directed,0.44623620559530114
33,481,Directed,0.3222613224692875
33,482,Directed,0.6378633313621138
33,484,Directed,0.5212053948548129
34,7,Directed,0.45791041311243696
34,5,Directed,0.1983900122161644
34,71,Directed,0.35030961961436
34,84,Directed,0.39375444339491217
34,85,Directed,0.6010682472851154
34,206,Directed,0.39147046386040046
34,261,Directed,0.3806988652706754
34,303,Directed,0.5643812348261179
34,371,Directed,0.4964719181217998
34,461,Directed,0.4671062759732896
34,467,Directed,0.3423055845041242
34,484,Directed,0.5528601408041226
34,486,Directed,0.5483684212698859
34,487,Directed,0.3249083843808642
34,492,Directed,0.4280118437557612
35,15,Directed,0.39959719224540285
35,14,Directed,0.19596828409122208
35,93,Directed,0.4434064041038096
35,262,Directed,0.41737536636392547
35,289,Directed,0.4915215699545415
35,493,Directed,0.6304391403245966
35,496,Directed,0.3511305584206527
35,497,Directed,0.512803648966536
35,499,Directed,0.3497684365114003
35,500,Directed,0.4877728398352156
35,502,Directed,0.35046040677144863
35,503,Directed,0.3009951633533239
35,507,Directed,0.46696247073708186
35,508,Directed,0.5803950004440842
35,509,Directed,0.322234241820174
36,3,Directed,0.3737058007217308
36,4,Directed,0.533640169417601
36,41,Directed,0.2815862415874368
36,42,Directed,0.6095887059945885
36,69,Directed,0.5514627635276586
36,108,Directed,0.5650395099531248
36,297,Directed,0.4596066135970705
36,326,Directed,0.5465852975621577
36,335,Directed,0.18390847244213546
36,493,Directed,0.35867026659097195
36,503,Directed,0.4635510666545184
36,512,Directed,0.46077686519779926
36,514,Directed,0.37157572336124967
36,521,Directed,0.481695776473877
36,525,Directed,0.2558368145968174
37,0,Directed,0.3018702932730005
37,16,Directed,0.36939201731886456
37,39,Directed,0.2934219434632541
37,55,Directed,0.42669011106129306
37,59,Directed,0.25833857446900554
37,110,Directed,0.4443181920811909
37,121,Directed,0.18605454696252807
37,178,Directed,0.3358636996375852
37,185,Directed,0.4386869055377446
37,193,Directed,0.612469177000674
37,299,Directed,0.51400627365981
37,384,Directed,0.4905990821747436
37,437,Directed,0.2565590606157738
37,512,Directed,0.4096811221549713
37,529,Directed,0.2520953788067156
38,3,Directed,0.48094595618740543
38,4,Directed,0.15964722299660059
38,457,Directed,0.45056400459674145
38,531,Directed,0.34894657188755474
38,533,Directed,0.45379206922045123
38,534,Directed,0.5976444511182848
38,535,Directed,0.21954256957242713
38,536,Directed,0.21767838198035616
38,537,Directed,0.31278475799763816
38,538,Directed,0.43935126769750765
38,539,Directed,0.3360602538324122
38,540,Directed,0.637425975623668
38,541,Directed,0.24903324814891106
38,546,Directed,0.23520135740507953
38,547,Directed,0.5012547917996366
39,3,Directed,0.2587527523747617
39,37,Directed,0.44393501891663945
39,54,Directed,0.45031896765242535
39,97,Directed,0.47913489883587906
39,138,Directed,0.4309827569308483
39,204,Directed,0.5617699075505145
39,240,Directed,0.40052860580397
39,396,Directed,0.5075415029164005
39,533,Directed,0.4673438615873592
39,550,Directed,0.4692445735443729
39,553,Directed,0.3983242629320459
39,554,Directed,0.38957187798980464
39,556,Directed,0.5325505104703333
39,558,Directed,0.3542298656161892
39,560,Directed,0.41957781032134744
40,16,Directed,0.27152032138976395
40,13,Directed,0.5133954039697373
40,71,Directed,0.20161196870056378
40,155,Directed,0.43366397692841246
40,221,Directed,0.43280300038915276
40,307,Directed,0.2832839999375554
40,562,Directed,0.3679854741489097
40,563,Directed,0.35951815849750446
40,565,Directed,0.3357837237340107
40,566,Directed,0.27126376832081983
40,567,Directed,0.5514719920044743
40,569,Directed,0.3894703105003138
40,570,Directed,0.40905970174025663
40,572,Directed,0.5794133455142427
40,574,Directed,0.6193703980663758
41,36,Directed,0.35521948189121183
41,3,Directed,0.3285339301462099
41,230,Directed,0.5482060378104249
41,238,Directed,0.43872783525692327
41,374,Directed,0.26423593771404985
41,384,Directed,0.3674531478043599
41,563,Directed,0.5738557166643619
41,570,Directed,0.5509716622266516
41,576,Directed,0.23424541453141068
41,577,Directed,0.4120911324392734
41,578,Directed,0.35728080459889244
41,579,Directed,0.4127205117914015
41,581,Directed,0.5013205850816147
41,582,Directed,0.3715978469886736
41,583,Directed,0.47025141322976577
42,4,Directed,0.25995567578528544
42,36,Directed,0.579702797230641
42,93,Directed,0.48907316102636156
42,205,Directed,0.19669859145375226
42,448,Directed,0.4189699739204306
42,466,Directed,0.48925817116579584
42,552,Directed,0.24157526434075013
42,584,Directed,0.5640502656808785
42,585,Directed,0.5528887049080491
42,588,Directed,0.48735827616233895
42,591,Directed,0.5048924487727331
42,592,Directed,0.5244236755362288
42,594,Directed,0.5468423430410355
42,596,Directed,0.48875178672017283
42,598,Directed,0.42850545676307156
43,27,Directed,0.49312346151607533
43,6,Directed,0.38067146667670587
43,600,Directed,0.3614812781573573
43,602,Directed,0.26960958783762984
43,604,Directed,0.38181182573755
43,607,Directed,0.38102203515952504
43,608,Directed,0.6066527509310675
43,610,Directed,0.47279281873792534
43,611,Directed,0.4360385650681482
43,618,Directed,0.24483412732929663
43,619,Directed,0.4734730283492403
43,622,Directed,0.5186768244630773
43,625,Directed,0.25243697571423634
43,629,Directed,0.4631600574797179
43,630,Directed,0.4016997064561898
44,6,Directed,0.2631744864707379
44,16,Directed,0.39414464722825493
44,61,Directed,0.5192921494235572
44,117,Directed,0.5431038918926183
44,139,Directed,0.39225242825919315
44,337,Directed,0.5152060395666802
44,521,Directed,0.41590910989108243
44,555,Directed,0.5425201538369471
44,607,Directed,0.39243020498936676
44,608,Directed,0.4584315636379361
44,610,Directed,0.5771184968761003
44,630,Directed,0.4946048856440658
44,631,Directed,0.32582510999454684
44,634,Directed,0.5533782074631475
44,635,Directed,0.4553499470162365
45,4,Directed,0.3030302854449257
45,21,Directed,0.2309794654540808
45,631,Directed,0.3653438308878053
45,636,Directed,0.29711673894311774
45,638,Directed,0.3463593777326887
45,641,Directed,0.4574124827716515
45,642,Directed,0.42197301226412864
45,645,Directed,0.5375541807006085
45,646,Directed,0.5464200190092335
45,648,Directed,0.4029436406869099
45,649,Directed,0.5487623075136876
45,651,Directed,0.4634782884592168
45,652,Directed,0.5441972769016746
45,654,Directed,0.6577613741322563
45,656,Directed,0.6056977240513188
46,5,Directed,0.513105438668233
46,13,Directed,0.4046673083119179
46,660,Directed,0.6002912045551206
46,661,Directed,0.32263041830280403
46,668,Directed,0.36955554093458165
46,669,Directed,0.5362441288138659
46,672,Directed,0.2955853375624439
46,676,Directed,0.4944586098037561
46,677,Directed,0.5431083926816269
46,678,Directed,0.5561386550135602
46,679,Directed,0.43788188862088606
46,680,Directed,0.4627802540489662
46,681,Directed,0.5661696567179004
46,682,Directed,0.43087445438121574
46,683,Directed,0.31073048393428215
47,17,Directed,0.3183101079448437
47,27,Directed,0.25011929663722154
47,95,Directed,0.553711993974388
47,104,Directed,0.3160925647910414
47,132,Directed,0.27173925686239087
47,221,Directed,0.44955646216080297
47,310,Directed,0.4996127915004678
47,417,Directed,0.6273693948669319
47,425,Directed,0.5131260053179757
47,451,Directed,0.4810406948883904
47,465,Directed,0.4567505510614811
47,495,Directed,0.41422686206895654
47,676,Directed,0.5645214231119018
47,678,Directed,0.6603170127778594
47,680,Directed,0.40388809170926165
48,16,Directed,0.508365657942033
48,0,Directed,0.3879206848488307
48,64,Directed,0.29173474291024487
48,290,Directed,0.30686983911102045
48,300,Directed,0.3772898709201934
48,355,Directed,0.31508471121478443
48,542,Directed,0.4588347025589188
48,592,Directed,0.5840976892995139
48,628,Directed,0.35321983091842657
48,683,Directed,0.2442693176712121
48,684,Directed,0.399416230894837
48,685,Directed,0.2568948258863312
48,686,Directed,0.3388160461829142
48,687,Directed,0.4253835581780941
48,690,Directed,0.3975142048154727
49,4,Directed,0.2839130457567236
49,13,Directed,0.1936551930258442
49,196,Directed,0.38315928936514165
49,205,Directed,0.31175635592724005
49,692,Directed,0.5457790493166979
49,694,Directed,0.5017827943433163
49,698,Directed,0.3231104348114726
49,699,Directed,0.42947257771123937
49,705,Directed,0.5132406217906955
49,706,Directed,0.2959011038703492
49,708,Directed,0.32691525760651874
49,709,Directed,0.3958565636228537
49,712,Directed,0.26482333647337075
49,713,Directed,0.3214399146181683
49,714,Directed,0.35926530504054066
50,1,Directed,0.5330433800667491
50,20,Directed,0.5784441806856503
50,55,Directed,0.43683497789935155
50,78,Directed,0.44177480212511666
50,131,Directed,0.40046667914331996
50,139,Directed,0.46443267380165654
50,191,Directed,0.3789625232780629
50,228,Directed,0.44506996659788145
50,241,Directed,0.32426857571893075
50,259,Directed,0.5053316160696087
50,274,Directed,0.40492440532448104
50,331,Directed,0.44466274561258246
50,518,Directed,0.3472320537702149
50,556,Directed,0.5073041483489918
50,605,Directed,0.36669317250113986
51,1,Directed,0.4536697513130743
51,9,Directed,0.2620058723554146
51,430,Directed,0.43532529407750065
51,587,Directed,0.4088834209212767
51,626,Directed,0.4896916867520704
51,708,Directed,0.30408627944003275
51,717,Directed,0.3962589054887028
51,718,Directed,0.5683558313918926
51,720,Directed,0.5949827199073043
51,724,Directed,0.6382756270900656
51,725,Directed,0.5045313054106058
51,726,Directed,0.46076697654930887
51,731,Directed,0.30988147912567954
51,732,Directed,0.27938562178348925
51,733,Directed,0.6651756152526758
52,4,Directed,0.26683086033857295
52,33,Directed,0.3111739637256877
52,124,Directed,0.2952902449571059
52,717,Directed,0.6026006027153438
52,718,Directed,0.3875452389308256
52,724,Directed,0.41230590112066495
52,732,Directed,0.3990671397309824
52,733,Directed,0.37926427412554164
52,734,Directed,0.2791451009372453
52,737,Directed,0.5896132246127295
52,738,Directed,0.2831941932432178
52,739,Directed,0.48959515005647386
52,740,Directed,0.4360564792035059
52,741,Directed,0.39622000684516656
52,743,Directed,0.6195978635618185
53,16,Directed,0.40304973529115085
53,1,Directed,0.40814544201252934
53,165,Directed,0.26457394198103085
53,285,Directed,0.4209866604539577
53,454,Directed,0.6444163303595836
53,488,Directed,0.48403439317957053
53,741,Directed,0.6211839506474613
53,746,Directed,0.5433480310429734
53,749,Directed,0.40181722134624387
53,750,Directed,0.2819821918775806
53,751,Directed,0.41966907120958025
53,753,Directed,0.39533114850761086
53,754,Directed,0.39334630141489024
53,755,Directed,0.47376823133315044
53,756,Directed,0.39857275607756243
54,39,Directed,0.33579476297380817
54,7,Directed,0.17762055122745307
54,343,Directed,0.3671327779818564
54,758,Directed,0.5338470427306659
54,759,Directed,0.29615106344530895
54,761,Directed,0.40059082870463353
54,763,Directed,0.35984228094412024
54,765,Directed,0.5871761054436417
54,766,Directed,0.49375056048954513
54,769,Directed,0.49648822129314263
54,770,Directed,0.5402617252248044
54,776,Directed,0.4940041489966896
54,777,Directed,0.3687324630639306
54,779,Directed,0.5068768929547014
