Source,Target,Type,Weight
35,93,Directed,0.3904758330863102
36,2,Directed,0.3075264603987847
36,3,Directed,0.40048120774057083
36,41,Directed,0.4464241471306425
36,42,Directed,0.4718177689814298
36,69,Directed,0.4511068007117017
37,0,Directed,0.3200410464939759
37,16,Directed,0.2572835492519495
37,39,Directed,0.5188780468031423
37,55,Directed,0.38592702752078967
37,59,Directed,0.18205568652863136
38,2,Directed,0.447909087489291
38,3,Directed,0.3520436226845582
39,3,Directed,0.41624341945529153
39,37,Directed,0.4102340079842388
39,54,Directed,0.49883434612189337
39,97,Directed,0.43238595775502237
40,16,Directed,0.3022321330547273
40,13,Directed,0.3955402634862591
40,71,Directed,0.3377971083963125
41,36,Directed,0.2793397407247787
41,3,Directed,0.27135914862359545
42,2,Directed,0.25949631407552676
42,36,Directed,0.5905304174869419
42,93,Directed,0.43051547637655047
43,27,Directed,0.41149368765135286
43,6,Directed,0.5259385878599261
44,6,Directed,0.32044365981115946
44,16,Directed,0.4198178449596837
44,61,Directed,0.5070983455130094
45,2,Directed,0.4489206244552217
45,21,Directed,0.3717487467134986
46,5,Directed,0.5238139212047828
46,13,Directed,0.3105709566973104
47,17,Directed,0.4457521871165834
47,27,Directed,0.40807441891534485
47,95,Directed,0.3765491634221296
48,16,Directed,0.5039908616158048
48,0,Directed,0.38015236845743544
48,64,Directed,0.5412166819456357
49,3,Directed,0.3115240518431349
49,13,Directed,0.1416416159417453
50,0,Directed,0.47390317736350696
50,20,Directed,0.3745435158852696
50,55,Directed,0.3920262253288822
50,78,Directed,0.5556359907760762
51,0,Directed,0.3967833686048965
51,9,Directed,0.4137490190145849
52,2,Directed,0.3332953686474544
52,33,Directed,0.48577287376854017
53,16,Directed,0.5324261876838015
53,1,Directed,0.41182412520855904
54,39,Directed,0.26810574656423114
54,7,Directed,0.2586945743939744
55,37,Directed,0.5499680242891004
55,50,Directed,0.4337815836826248
56,11,Directed,0.314952585905441
56,8,Directed,0.5044562691028508
56,74,Directed,0.48003597222422323
57,11,Directed,0.5282726983856747
57,17,Directed,0.27706346563774537
58,3,Directed,0.31039376535058705
58,9,Directed,0.2677079081623803
59,37,Directed,0.30008686572671106
59,3,Directed,0.2639817744892397
60,0,Directed,0.4011786555897923
60,1,Directed,0.34485343404310753
61,2,Directed,0.45170953135769515
61,44,Directed,0.4831805417344222
62,30,Directed,0.38595151983635917
62,21,Directed,0.3605495679821281
62,63,Directed,0.4961377246846209
62,95,Directed,0.5981005031771978
63,30,Directed,0.49973783747161077
63,62,Directed,0.2686595809346567
64,11,Directed,0.45321153300280054
64,48,Directed,0.4436190098976972
65,16,Directed,0.42728136394157845
65,2,Directed,0.25591106539058694
66,6,Directed,0.4402035586589249
66,7,Directed,0.4688210732975229
67,2,Directed,0.33615042488874247
67,0,Directed,0.3783128062315206
67,77,Directed,0.6871881780389026
68,11,Directed,0.5199764991698341
68,17,Directed,0.3343901965796808
68,81,Directed,0.4430500816568021
69,0,Directed,0.35802234561714397
69,36,Directed,0.40326123721011214
70,2,Directed,0.45106762716336396
70,6,Directed,0.5136769328572227
71,34,Directed,0.3438909918513245
71,40,Directed,0.3069289155896533
72,6,Directed,0.40591135090783176
72,9,Directed,0.3161058480768891
73,9,Directed,0.281258357310915
73,10,Directed,0.3100745747739402
73,92,Directed,0.4429900011786656
74,56,Directed,0.35719875352937835
74,7,Directed,0.44904765927335827
75,21,Directed,0.5094244129518903
75,2,Directed,0.47079644042787816
76,21,Directed,0.4851267634207206
76,33,Directed,0.57292808528375
77,67,Directed,0.5939864586594583
77,0,Directed,0.5660043311876946
78,50,Directed,0.29276222681917996
78,14,Directed,0.3644140371301978
79,11,Directed,0.5808618610475447
79,10,Directed,0.398045154978821
80,2,Directed,0.31425555399902794
80,3,Directed,0.3643600506660765
81,68,Directed,0.30876045173280436
81,2,Directed,0.31147109241624005
82,3,Directed,0.21952350719463087
82,0,Directed,0.2838484054899681
83,13,Directed,0.3352717296371681
83,3,Directed,0.4469612692060858
84,14,Directed,0.5539639244409151
84,34,Directed,0.39071804240030306
85,6,Directed,0.3813906840798058
85,34,Directed,0.5647416738342099
86,2,Directed,0.32186064305642204
86,22,Directed,0.5243492543108161
87,6,Directed,0.44491305596677333
87,3,Directed,0.37382062163165125
88,5,Directed,0.585844090404281
88,2,Directed,0.32903955932757223
88,96,Directed,0.44033901507005624
89,26,Directed,0.3507808742102858
89,2,Directed,0.3754165325446333
90,2,Directed,0.24383016118456197
90,0,Directed,0.4891916488603268
91,3,Directed,0.3928779145265199
91,23,Directed,0.3748829720412686
92,10,Directed,0.42942594819956986
92,73,Directed,0.28872816025239434
93,42,Directed,0.4259444059963588
93,35,Directed,0.39273172027954567
94,7,Directed,0.36220612049091666
94,0,Directed,0.2739891804125554
95,62,Directed,0.5109487859935502
95,47,Directed,0.4299467713871641
96,88,Directed,0.32274066613738456
96,2,Directed,0.4238314913416446
97,39,Directed,0.24347624062019102
97,0,Directed,0.2900724606608852
98,2,Directed,0.223613233066329
98,11,Directed,0.45497300428790627
99,22,Directed,0.35548345395092396
99,23,Directed,0.3575317514369215
